textbox7
MUNICÍPIOS ATENDIDOS PELA DISTRIBUIDORA CEA

NomeMunicipio,SiglaEstado
Amapá,AP
Calçoene,AP
Cutias,AP
Ferreira Gomes,AP
Itaubal,AP
Laranjal do Jari,AP
Macapá,AP
Mazagão,AP
Oiapoque,AP
Pedra Branca do Amaparí,AP
Porto Grande,AP
Pracuúba,AP
Santana,AP
Serra do Navio,AP
Tartarugalzinho,AP
Vitória do Jari,AP

