textbox7
MUNICÍPIOS ATENDIDOS PELA DISTRIBUIDORA CERR

NomeMunicipio,SiglaEstado
Alto Alegre,RR
Amajari,RR
Bonfim,RR
Cantá,RR
Caracaraí,RR
Caroebe,RR
Iracema,RR
Mucajaí,RR
Normandia,RR
Pacaraima,RR
Rorainópolis,RR
São João da Baliza,RR
São Luiz,RR
Uiramutã,RR

